RSSI,Type,Error code,Length,Steering angle,Battery voltage,Battery temperature,Throttle input,Brake pressure,Wheel speed,Latitude,Longitude,Time
-92.00,0,0,28,99,0.00,116.78,162,0.01,16.24,38.03626251,-78.51493835,2024-05-04 14:21:50.735906
-90.00,0,0,28,99,0.00,118.58,162,0.01,16.24,38.03626251,-78.51493835,2024-05-04 14:21:50.902176
-90.00,0,0,28,67,0.00,118.58,159,0.01,15.94,38.03628159,-78.51486969,2024-05-04 14:21:51.326145
-96.00,0,0,28,67,0.00,116.78,159,0.01,15.94,38.03628159,-78.51486969,2024-05-04 14:21:51.491670
-101.00,0,0,28,67,0.00,118.58,159,0.01,15.94,38.03628159,-78.51486969,2024-05-04 14:21:51.730839
-97.00,0,0,28,67,0.00,116.78,159,0.01,15.94,38.03628159,-78.51486969,2024-05-04 14:21:51.895978
-95.00,0,0,28,93,0.00,116.78,157,0.01,15.74,38.03628159,-78.51479340,2024-05-04 14:21:52.321308
-101.00,0,0,28,93,0.00,116.78,157,0.01,15.74,38.03628159,-78.51479340,2024-05-04 14:21:52.486948
-106.00,0,0,28,93,0.00,116.78,157,0.01,15.74,38.03628159,-78.51479340,2024-05-04 14:21:52.764659
-95.00,0,0,28,93,0.00,116.78,157,0.01,15.74,38.03628159,-78.51479340,2024-05-04 14:21:52.929490
-104.00,0,0,28,78,0.00,116.78,157,0.01,15.75,38.03629303,-78.51470947,2024-05-04 14:21:53.322646
-93.00,0,0,28,78,0.00,116.78,157,0.01,15.75,38.03629303,-78.51470947,2024-05-04 14:21:53.490656
-101.00,0,0,28,78,0.00,116.78,157,0.01,15.75,38.03629303,-78.51470947,2024-05-04 14:21:53.729301
-105.00,0,0,28,78,0.00,118.58,157,0.01,15.75,38.03629303,-78.51470947,2024-05-04 14:21:53.892235
-97.00,0,0,28,7,0.00,116.78,171,0.01,17.11,38.03634644,-78.51468658,2024-05-04 14:21:54.324233
-104.00,0,0,28,7,0.00,116.78,171,0.01,17.11,38.03634644,-78.51468658,2024-05-04 14:21:54.490186
-100.00,0,0,28,7,0.00,116.78,171,0.01,17.11,38.03634644,-78.51468658,2024-05-04 14:21:54.769668
-93.00,0,0,28,7,0.00,116.78,171,0.01,17.11,38.03634644,-78.51468658,2024-05-04 14:21:54.934868
-101.00,0,0,28,56,0.00,116.78,210,0.00,21.02,38.03640747,-78.51473999,2024-05-04 14:21:55.322679
-89.00,0,0,28,56,0.00,116.78,210,0.00,21.02,38.03640747,-78.51473999,2024-05-04 14:21:55.487803
-90.00,0,0,28,56,0.00,116.78,210,0.00,21.02,38.03640747,-78.51473999,2024-05-04 14:21:55.722833
-96.00,0,0,28,56,0.00,116.78,210,0.00,21.02,38.03640747,-78.51473999,2024-05-04 14:21:55.888320
-89.00,0,0,28,25,0.00,116.78,228,0.00,22.84,38.03643799,-78.51484680,2024-05-04 14:21:56.324886
-91.00,0,0,28,25,0.00,116.78,228,0.00,22.84,38.03643799,-78.51484680,2024-05-04 14:21:56.488967
-89.00,0,0,28,25,0.00,116.78,228,0.00,22.84,38.03643799,-78.51484680,2024-05-04 14:21:56.762488
-91.00,0,0,28,25,0.00,116.78,228,0.00,22.84,38.03643799,-78.51484680,2024-05-04 14:21:56.926571
-96.00,0,0,28,14,0.00,116.78,6,0.00,26.28,38.03644180,-78.51496887,2024-05-04 14:21:57.319162
-91.00,0,0,28,14,0.00,116.78,6,0.00,26.28,38.03644180,-78.51496887,2024-05-04 14:21:57.486546
-95.00,0,0,28,14,0.00,116.78,6,0.00,26.28,38.03644180,-78.51496887,2024-05-04 14:21:57.763504
